Date,Time,Date & Time,IP - EMF 23,IP - EMF 33,IP - EMF 47,WS01-DMA07-CMP01,WS01-DMA07-CMP 02,WS01-DMA07-CMP 03,WS01-DMA07-CMP04 ,WS01-DMA07-AZP 01,IF - EMF 23,IF - EMF 33,IF - EMF 47
20/10/2021,02:00:00 PM,20/10/2021   14:00:00,,,,,3.41,3.41,2.44,3.41,,,
20/10/2021,02:15:00 PM,20/10/2021   14:15:00,,,,,3.17,3.17,2.2,3.41,,,
20/10/2021,02:30:00 PM,20/10/2021   14:30:00,,,,,3.41,3.41,2.2,3.41,,,
20/10/2021,02:45:00 PM,20/10/2021   14:45:00,,,,,3.66,3.41,2.68,3.41,,,
20/10/2021,03:00:00 PM,20/10/2021   15:00:00,,,,,3.66,3.41,2.2,3.66,,,
20/10/2021,03:15:00 PM,20/10/2021   15:15:00,,,,,3.66,3.66,2.68,3.66,,,
20/10/2021,03:30:00 PM,20/10/2021   15:30:00,,,,,3.9,3.66,2.93,3.66,,,
20/10/2021,03:45:00 PM,20/10/2021   15:45:00,,,,,4.15,4.15,2.93,4.15,,,
20/10/2021,04:00:00 PM,20/10/2021   16:00:00,,,,,3.66,3.9,2.93,3.9,,,
20/10/2021,04:15:00 PM,20/10/2021   16:15:00,,,,,3.9,4.15,3.17,4.15,,,
20/10/2021,04:30:00 PM,20/10/2021   16:30:00,,,,,4.39,4.15,3.41,4.39,,,
20/10/2021,04:45:00 PM,20/10/2021   16:45:00,,,,,4.15,4.15,2.93,4.15,,,
20/10/2021,05:00:00 PM,20/10/2021   17:00:00,,,,,4.39,4.15,3.41,4.39,,,
20/10/2021,05:15:00 PM,20/10/2021   17:15:00,,,,,4.39,4.15,3.41,4.39,,,
20/10/2021,05:30:00 PM,20/10/2021   17:30:00,,,,,4.63,4.39,3.41,4.63,,,
20/10/2021,05:45:00 PM,20/10/2021   17:45:00,,,,,4.63,4.39,3.66,4.88,,,
20/10/2021,06:00:00 PM,20/10/2021   18:00:00,,,,,4.39,4.88,3.9,4.88,,,
20/10/2021,06:15:00 PM,20/10/2021   18:15:00,,,,,4.88,4.63,3.9,4.88,,,
20/10/2021,06:30:00 PM,20/10/2021   18:30:00,,,,,4.88,4.88,4.15,4.88,,,
20/10/2021,06:45:00 PM,20/10/2021   18:45:00,,,,,5.12,4.88,4.15,5.12,,,
20/10/2021,07:00:00 PM,20/10/2021   19:00:00,,,,,5.12,5.12,4.39,5.37,,,
20/10/2021,07:15:00 PM,20/10/2021   19:15:00,,,,,5.37,5.37,4.39,5.61,,,
20/10/2021,07:30:00 PM,20/10/2021   19:30:00,,,,,4.88,4.88,3.9,5.12,,,
20/10/2021,07:45:00 PM,20/10/2021   19:45:00,,,,,4.88,4.88,4.15,5.12,,,
20/10/2021,08:00:00 PM,20/10/2021   20:00:00,,,,,5.12,4.88,4.15,5.12,,,
20/10/2021,08:15:00 PM,20/10/2021   20:15:00,,,,,5.12,4.88,4.15,4.88,,,
20/10/2021,08:30:00 PM,20/10/2021   20:30:00,,,,,4.63,4.39,3.9,4.88,,,
20/10/2021,08:45:00 PM,20/10/2021   20:45:00,,,,,4.63,4.39,3.9,4.63,,,
20/10/2021,09:00:00 PM,20/10/2021   21:00:00,,,,,3.66,3.66,2.93,3.66,,,
20/10/2021,09:15:00 PM,20/10/2021   21:15:00,,,,,5.12,5.12,4.15,5.37,,,
20/10/2021,09:30:00 PM,20/10/2021   21:30:00,,,,,5.12,5.12,4.15,5.12,,,
20/10/2021,09:45:00 PM,20/10/2021   21:45:00,,,,,5.12,4.88,4.15,5.12,,,
20/10/2021,10:00:00 PM,20/10/2021   22:00:00,,,,,4.63,4.88,3.9,4.88,,,
20/10/2021,10:15:00 PM,20/10/2021   22:15:00,,,,,4.15,4.39,3.41,4.15,,,
20/10/2021,10:30:00 PM,20/10/2021   22:30:00,,,,,3.9,4.15,3.17,4.15,,,
20/10/2021,10:45:00 PM,20/10/2021   22:45:00,,,,,3.9,4.15,3.41,3.9,,,
20/10/2021,11:00:00 PM,20/10/2021   23:00:00,,,,,4.63,4.88,4.15,5.12,,,
20/10/2021,11:15:00 PM,20/10/2021   23:15:00,,,,,0.49,0.49,0,0,,,
20/10/2021,11:30:00 PM,20/10/2021   23:30:00,,,,,0.49,0.73,0,0,,,
20/10/2021,11:45:00 PM,20/10/2021   23:45:00,,,,,0.24,0.73,0,0,,,
21/10/2021,12:00:00 AM,21/10/2021   00:00:00,,,,,0.24,0.49,0,0,,,
21/10/2021,12:15:00 AM,21/10/2021   00:15:00,,,,,0.24,0.49,0,0,,,
21/10/2021,12:30:00 AM,21/10/2021   00:30:00,,,,,0,0.49,0,0,,,
21/10/2021,12:45:00 AM,21/10/2021   00:45:00,,,,,0.24,0.49,0,0,,,
21/10/2021,01:00:00 AM,21/10/2021   01:00:00,,,,,0,0.49,0,0,,,
21/10/2021,01:15:00 AM,21/10/2021   01:15:00,,,,,0,0.49,0,0,,,
21/10/2021,01:30:00 AM,21/10/2021   01:30:00,,,,,0,0.49,0,0,,,
21/10/2021,01:45:00 AM,21/10/2021   01:45:00,,,,,0,0.24,0,0,,,
21/10/2021,02:00:00 AM,21/10/2021   02:00:00,,,,,0,0.49,0,0,,,
21/10/2021,02:15:00 AM,21/10/2021   02:15:00,,,,,0,0.49,0,0,,,
21/10/2021,02:30:00 AM,21/10/2021   02:30:00,,,,,0,0.49,0,0,,,
21/10/2021,02:45:00 AM,21/10/2021   02:45:00,,,,,0,0.49,0,0,,,
21/10/2021,03:00:00 AM,21/10/2021   03:00:00,,,,,0,0.49,0,0,,,
21/10/2021,03:15:00 AM,21/10/2021   03:15:00,,,,,0,0.24,0,0,,,
21/10/2021,03:30:00 AM,21/10/2021   03:30:00,,,,,0,0.49,0,0,,,
21/10/2021,03:45:00 AM,21/10/2021   03:45:00,,,,,0,0.24,0,0,,,
21/10/2021,04:00:00 AM,21/10/2021   04:00:00,,,,,0,0.49,0,0,,,
21/10/2021,04:15:00 AM,21/10/2021   04:15:00,,,,,0,0.24,0,0,,,
21/10/2021,04:30:00 AM,21/10/2021   04:30:00,,,,,0,0.24,0,0,,,
21/10/2021,04:45:00 AM,21/10/2021   04:45:00,,,,,0,0.24,0,0,,,
21/10/2021,05:00:00 AM,21/10/2021   05:00:00,,,,,0,0.24,0,0,,,
21/10/2021,05:15:00 AM,21/10/2021   05:15:00,,,,,3.17,3.41,2.68,3.41,,,
21/10/2021,05:30:00 AM,21/10/2021   05:30:00,,,,,3.41,3.66,2.68,4.15,,,
21/10/2021,05:45:00 AM,21/10/2021   05:45:00,,,,,3.17,3.66,2.93,3.9,,,
21/10/2021,06:00:00 AM,21/10/2021   06:00:00,,,,,3.41,3.9,3.17,4.15,,,
21/10/2021,06:15:00 AM,21/10/2021   06:15:00,,,,,3.41,3.66,2.93,3.9,,,
21/10/2021,06:30:00 AM,21/10/2021   06:30:00,,,,,3.17,3.41,2.68,3.9,,,
21/10/2021,06:45:00 AM,21/10/2021   06:45:00,,,,,3.17,3.41,2.68,3.41,,,
21/10/2021,07:00:00 AM,21/10/2021   07:00:00,,,,,3.17,3.41,2.68,3.66,,,
21/10/2021,07:15:00 AM,21/10/2021   07:15:00,,,,,3.17,2.93,2.2,3.41,,,
21/10/2021,07:30:00 AM,21/10/2021   07:30:00,,,,,3.17,2.93,2.2,3.17,,,
21/10/2021,07:45:00 AM,21/10/2021   07:45:00,,,,,2.68,2.93,2.2,3.17,,,
21/10/2021,08:00:00 AM,21/10/2021   08:00:00,,,,,2.68,2.93,2.44,3.17,,,
21/10/2021,08:15:00 AM,21/10/2021   08:15:00,,,,,2.93,2.68,1.95,3.17,,,
21/10/2021,08:30:00 AM,21/10/2021   08:30:00,,,,,3.17,2.93,1.95,3.17,,,
21/10/2021,08:45:00 AM,21/10/2021   08:45:00,,,,,2.93,2.68,1.95,3.17,,,
21/10/2021,09:00:00 AM,21/10/2021   09:00:00,,,,,2.93,2.44,1.95,2.93,,,
21/10/2021,09:15:00 AM,21/10/2021   09:15:00,,,,,2.44,2.2,1.95,2.93,,,
21/10/2021,09:30:00 AM,21/10/2021   09:30:00,,,,,2.68,2.2,1.71,2.93,,,
21/10/2021,09:45:00 AM,21/10/2021   09:45:00,,,,,2.93,2.44,2.2,2.93,,,
21/10/2021,10:00:00 AM,21/10/2021   10:00:00,,,,,2.93,2.68,2.2,3.17,,,
21/10/2021,10:15:00 AM,21/10/2021   10:15:00,,,,,2.93,2.68,1.95,2.93,,,
21/10/2021,10:30:00 AM,21/10/2021   10:30:00,,,,,2.68,2.44,1.71,2.68,,,
21/10/2021,10:45:00 AM,21/10/2021   10:45:00,,,,,2.68,2.68,1.95,2.68,,,
21/10/2021,11:00:00 AM,21/10/2021   11:00:00,,,,,3.17,2.68,1.95,2.93,,,
21/10/2021,11:15:00 AM,21/10/2021   11:15:00,,,,,2.93,2.44,1.95,2.93,,,
21/10/2021,11:30:00 AM,21/10/2021   11:30:00,,,,,2.93,2.68,2.2,3.17,,,
21/10/2021,11:45:00 AM,21/10/2021   11:45:00,,,,,2.93,2.68,2.2,2.93,,,
21/10/2021,12:00:00 PM,21/10/2021   12:00:00,,,,,2.93,2.68,1.95,2.44,,,
21/10/2021,12:15:00 PM,21/10/2021   12:15:00,,,,,2.93,2.93,1.71,2.93,,,
21/10/2021,12:30:00 PM,21/10/2021   12:30:00,,,,,2.68,2.68,1.71,2.44,,,
21/10/2021,12:45:00 PM,21/10/2021   12:45:00,,,,,3.17,2.93,1.95,2.68,,,
21/10/2021,01:00:00 PM,21/10/2021   13:00:00,,,,,3.17,2.68,1.71,2.44,,,
21/10/2021,01:15:00 PM,21/10/2021   13:15:00,,,,,2.93,2.68,1.71,2.44,,,
21/10/2021,01:30:00 PM,21/10/2021   13:30:00,,,,,2.93,2.93,1.71,2.44,,,
21/10/2021,01:45:00 PM,21/10/2021   13:45:00,,,,,3.17,3.17,1.71,2.68,,,
21/10/2021,02:00:00 PM,21/10/2021   14:00:00,,,,,3.17,3.17,2.2,2.44,,,
21/10/2021,02:15:00 PM,21/10/2021   14:15:00,,,,,3.17,2.93,1.95,2.44,,,
21/10/2021,02:30:00 PM,21/10/2021   14:30:00,,,,,3.17,3.17,2.2,2.68,,,
21/10/2021,02:45:00 PM,21/10/2021   14:45:00,,,,,3.41,3.41,2.2,2.93,,,
21/10/2021,03:00:00 PM,21/10/2021   15:00:00,,,,,3.66,3.66,2.44,3.17,,,
21/10/2021,03:15:00 PM,21/10/2021   15:15:00,,,,,3.66,3.66,2.68,3.41,,,
21/10/2021,03:30:00 PM,21/10/2021   15:30:00,,,,,3.9,3.9,2.93,3.41,,,
21/10/2021,03:45:00 PM,21/10/2021   15:45:00,,,,,3.66,3.66,2.93,3.66,,,
21/10/2021,04:00:00 PM,21/10/2021   16:00:00,,,,,3.66,3.41,2.68,3.41,,,
21/10/2021,04:15:00 PM,21/10/2021   16:15:00,,,,,3.9,3.66,2.93,3.9,,,
21/10/2021,04:30:00 PM,21/10/2021   16:30:00,,,,,3.9,3.9,2.68,3.9,,,
21/10/2021,04:45:00 PM,21/10/2021   16:45:00,,,,,4.15,3.9,3.17,3.9,,,
21/10/2021,05:00:00 PM,21/10/2021   17:00:00,,,,,4.15,3.9,2.93,3.9,,,
21/10/2021,05:15:00 PM,21/10/2021   17:15:00,,,,,3.9,3.9,2.93,4.15,,,
21/10/2021,05:30:00 PM,21/10/2021   17:30:00,,,,,3.9,3.66,3.17,4.15,,,
21/10/2021,05:45:00 PM,21/10/2021   17:45:00,,,,,3.9,3.9,3.17,3.9,,,
21/10/2021,06:00:00 PM,21/10/2021   18:00:00,,,,,3.9,3.17,2.44,3.17,,,
21/10/2021,06:15:00 PM,21/10/2021   18:15:00,,,,,4.63,4.39,3.9,4.88,,,
21/10/2021,06:30:00 PM,21/10/2021   18:30:00,,,,,4.63,4.39,3.9,4.88,,,
21/10/2021,06:45:00 PM,21/10/2021   18:45:00,,,,,4.63,4.63,3.9,5.12,,,
21/10/2021,07:00:00 PM,21/10/2021   19:00:00,,,,,4.63,4.63,3.9,5.12,,,
21/10/2021,07:15:00 PM,21/10/2021   19:15:00,,,,,5.12,4.88,3.9,5.12,,,
21/10/2021,07:30:00 PM,21/10/2021   19:30:00,,,,,4.88,4.88,3.9,5.12,,,
21/10/2021,07:45:00 PM,21/10/2021   19:45:00,,,,,4.39,4.63,3.9,4.88,,,
21/10/2021,08:00:00 PM,21/10/2021   20:00:00,,,,,4.39,4.15,3.41,4.63,,,
21/10/2021,08:15:00 PM,21/10/2021   20:15:00,,,,,4.39,4.39,3.9,4.63,,,
21/10/2021,08:30:00 PM,21/10/2021   20:30:00,,,,,4.15,4.15,3.66,4.63,,,
21/10/2021,08:45:00 PM,21/10/2021   20:45:00,,,,,3.66,3.9,2.93,3.9,,,
21/10/2021,09:00:00 PM,21/10/2021   21:00:00,,,,,3.66,4.39,3.66,4.63,,,
21/10/2021,09:15:00 PM,21/10/2021   21:15:00,,,,,4.88,4.63,3.9,5.12,,,
21/10/2021,09:30:00 PM,21/10/2021   21:30:00,,,,,4.63,4.63,4.15,5.12,,,
21/10/2021,09:45:00 PM,21/10/2021   21:45:00,,,,,4.63,4.39,3.9,4.88,,,
21/10/2021,10:00:00 PM,21/10/2021   22:00:00,,,,,4.39,4.63,3.66,4.63,,,
21/10/2021,10:15:00 PM,21/10/2021   22:15:00,,,,,4.39,4.15,3.41,4.88,,,
21/10/2021,10:30:00 PM,21/10/2021   22:30:00,,,,,4.39,4.15,3.41,4.63,,,
21/10/2021,10:45:00 PM,21/10/2021   22:45:00,,,,,4.39,3.9,3.66,4.39,,,
21/10/2021,11:00:00 PM,21/10/2021   23:00:00,,,,,4.15,4.39,3.66,5.12,,,
21/10/2021,11:15:00 PM,21/10/2021   23:15:00,,,,,0.49,0.49,0,0,,,
21/10/2021,11:30:00 PM,21/10/2021   23:30:00,,,,,0.24,0.49,0,0,,,
21/10/2021,11:45:00 PM,21/10/2021   23:45:00,,,,,0,0.49,0,0,,,
22/10/2021,12:00:00 AM,22/10/2021   00:00:00,,,,,0,0.49,0,0,,,
22/10/2021,12:15:00 AM,22/10/2021   00:15:00,,,,,0.24,0.73,0,0,,,
22/10/2021,12:30:00 AM,22/10/2021   00:30:00,,,,,0.24,0.49,0,0,,,
22/10/2021,12:45:00 AM,22/10/2021   00:45:00,,,,,0,0.49,0,0,,,
22/10/2021,01:00:00 AM,22/10/2021   01:00:00,,,,,0.24,0.49,0,0,,,
22/10/2021,01:15:00 AM,22/10/2021   01:15:00,,,,,0.24,0.49,0,0,,,
22/10/2021,01:30:00 AM,22/10/2021   01:30:00,,,,,0.24,0.49,0,0,,,
22/10/2021,01:45:00 AM,22/10/2021   01:45:00,,,,,0,0.24,0,0,,,
22/10/2021,02:00:00 AM,22/10/2021   02:00:00,,,,,0,0.24,0,0,,,
22/10/2021,02:15:00 AM,22/10/2021   02:15:00,,,,,0,0.24,0,0,,,
22/10/2021,02:30:00 AM,22/10/2021   02:30:00,,,,,0,0.24,0,0,,,
22/10/2021,02:45:00 AM,22/10/2021   02:45:00,,,,,0,0.49,0,0,,,
22/10/2021,03:00:00 AM,22/10/2021   03:00:00,,,,,0,0.24,0,0,,,
22/10/2021,03:15:00 AM,22/10/2021   03:15:00,,,,,0,0.49,0,0,,,
22/10/2021,03:30:00 AM,22/10/2021   03:30:00,,,,,0,0,0,0,,,
22/10/2021,03:45:00 AM,22/10/2021   03:45:00,,,,,0,0.49,0,0,,,
22/10/2021,04:00:00 AM,22/10/2021   04:00:00,,,,,0,0.24,0,0,,,
22/10/2021,04:15:00 AM,22/10/2021   04:15:00,,,,,0,0.24,0,0,,,
22/10/2021,04:30:00 AM,22/10/2021   04:30:00,,,,,0,0.49,0,0,,,
22/10/2021,04:45:00 AM,22/10/2021   04:45:00,,,,,0,0.24,0,0,,,
22/10/2021,05:00:00 AM,22/10/2021   05:00:00,,,,,0,0.98,0.24,0.24,,,
22/10/2021,05:15:00 AM,22/10/2021   05:15:00,,,,,2.93,2.93,2.2,3.17,,,
22/10/2021,05:30:00 AM,22/10/2021   05:30:00,,,,,2.93,3.17,2.44,3.41,,,
22/10/2021,05:45:00 AM,22/10/2021   05:45:00,,,,,3.41,3.41,2.44,3.66,,,
22/10/2021,06:00:00 AM,22/10/2021   06:00:00,,,,,3.41,3.41,2.44,3.66,,,
22/10/2021,06:15:00 AM,22/10/2021   06:15:00,,,,,3.66,3.66,2.93,3.9,,,
22/10/2021,06:30:00 AM,22/10/2021   06:30:00,,,,,3.41,3.41,2.68,3.9,,,
22/10/2021,06:45:00 AM,22/10/2021   06:45:00,,,,,3.17,3.17,2.44,3.9,,,
22/10/2021,07:00:00 AM,22/10/2021   07:00:00,,,,,3.17,3.17,2.44,3.66,,,
22/10/2021,07:15:00 AM,22/10/2021   07:15:00,,,,,2.93,2.93,2.2,3.41,,,
22/10/2021,07:30:00 AM,22/10/2021   07:30:00,,,,,3.17,3.17,2.44,3.41,,,
22/10/2021,07:45:00 AM,22/10/2021   07:45:00,,,,,2.93,3.17,2.2,3.17,,,
22/10/2021,08:00:00 AM,22/10/2021   08:00:00,,,,,3.17,2.68,1.95,2.93,,,
22/10/2021,08:15:00 AM,22/10/2021   08:15:00,,,,,2.93,2.93,1.95,3.17,,,
22/10/2021,08:30:00 AM,22/10/2021   08:30:00,,,,,2.68,2.68,1.95,3.17,,,
22/10/2021,08:45:00 AM,22/10/2021   08:45:00,,,,,2.68,2.68,1.71,3.17,,,
22/10/2021,09:00:00 AM,22/10/2021   09:00:00,,,,,2.68,2.44,1.71,2.93,,,
22/10/2021,09:15:00 AM,22/10/2021   09:15:00,,,,,2.44,2.44,1.95,2.93,,,
22/10/2021,09:30:00 AM,22/10/2021   09:30:00,,,,,2.68,2.68,1.71,2.93,,,
22/10/2021,09:45:00 AM,22/10/2021   09:45:00,,,,,2.93,2.68,1.95,2.93,,,
22/10/2021,10:00:00 AM,22/10/2021   10:00:00,,,,,2.93,2.68,2.2,2.93,,,
22/10/2021,10:15:00 AM,22/10/2021   10:15:00,,,,,2.93,2.44,1.95,2.93,,,
22/10/2021,10:30:00 AM,22/10/2021   10:30:00,,,,,3.17,2.68,2.2,2.93,,,
22/10/2021,10:45:00 AM,22/10/2021   10:45:00,,,,,2.93,2.68,1.71,2.93,,,
22/10/2021,11:00:00 AM,22/10/2021   11:00:00,,,,,2.93,2.68,2.2,2.93,,,
22/10/2021,11:15:00 AM,22/10/2021   11:15:00,,,,,2.44,2.44,1.46,2.44,,,
22/10/2021,11:30:00 AM,22/10/2021   11:30:00,,,,,2.93,2.68,1.71,2.68,,,
22/10/2021,11:45:00 AM,22/10/2021   11:45:00,,,,,2.68,2.68,1.95,2.93,,,
22/10/2021,12:00:00 PM,22/10/2021   12:00:00,,,,,2.68,2.44,1.71,2.44,,,
22/10/2021,12:15:00 PM,22/10/2021   12:15:00,,,,,2.93,2.68,1.71,2.44,,,
22/10/2021,12:30:00 PM,22/10/2021   12:30:00,,,,,2.68,2.93,1.71,2.68,,,
22/10/2021,12:45:00 PM,22/10/2021   12:45:00,,,,,2.93,2.68,1.71,2.44,,,
22/10/2021,01:00:00 PM,22/10/2021   13:00:00,,,,,2.93,2.68,1.71,2.2,,,
22/10/2021,01:15:00 PM,22/10/2021   13:15:00,,,,,2.68,2.44,1.71,2.2,,,
22/10/2021,01:30:00 PM,22/10/2021   13:30:00,,,,,2.68,2.93,1.46,2.2,,,
22/10/2021,01:45:00 PM,22/10/2021   13:45:00,,,,,2.93,2.68,1.95,2.2,,,
22/10/2021,02:00:00 PM,22/10/2021   14:00:00,,,,,2.93,2.68,1.71,2.44,,,
22/10/2021,02:15:00 PM,22/10/2021   14:15:00,,,,,2.68,3.17,1.95,2.44,,,
22/10/2021,02:30:00 PM,22/10/2021   14:30:00,,,,,2.93,2.93,1.71,2.44,,,
22/10/2021,02:45:00 PM,22/10/2021   14:45:00,,,,,3.17,2.93,1.95,2.44,,,
22/10/2021,03:00:00 PM,22/10/2021   15:00:00,,,,,3.17,2.93,2.2,2.93,,,
22/10/2021,03:15:00 PM,22/10/2021   15:15:00,,,,,3.17,3.17,2.2,2.68,,,
22/10/2021,03:30:00 PM,22/10/2021   15:30:00,,,,,3.17,3.41,2.2,3.17,,,
22/10/2021,03:45:00 PM,22/10/2021   15:45:00,,,,,3.41,3.41,2.44,3.66,,,
22/10/2021,04:00:00 PM,22/10/2021   16:00:00,,,,,3.41,3.41,2.44,3.41,,,
22/10/2021,04:15:00 PM,22/10/2021   16:15:00,,,,,3.66,3.66,2.68,3.66,,,
22/10/2021,04:30:00 PM,22/10/2021   16:30:00,,,,,3.66,3.66,2.68,3.9,,,
22/10/2021,04:45:00 PM,22/10/2021   16:45:00,,,,,3.9,3.9,2.93,3.9,,,
22/10/2021,05:00:00 PM,22/10/2021   17:00:00,,,,,3.9,3.9,3.17,3.9,,,
22/10/2021,05:15:00 PM,22/10/2021   17:15:00,,,,,3.66,3.9,2.93,4.15,,,
22/10/2021,05:30:00 PM,22/10/2021   17:30:00,,,,,3.9,3.9,2.93,3.66,,,
22/10/2021,05:45:00 PM,22/10/2021   17:45:00,,,,,3.9,3.9,3.17,3.9,,,
22/10/2021,06:00:00 PM,22/10/2021   18:00:00,,,,,3.41,4.15,3.17,4.39,,,
22/10/2021,06:15:00 PM,22/10/2021   18:15:00,,,,,4.39,4.39,3.41,4.63,,,
22/10/2021,06:30:00 PM,22/10/2021   18:30:00,,,,,4.63,4.39,3.66,4.88,,,
22/10/2021,06:45:00 PM,22/10/2021   18:45:00,,,,,4.39,4.39,3.66,4.63,,,
22/10/2021,07:00:00 PM,22/10/2021   19:00:00,,,,,4.88,4.63,3.9,4.88,,,
22/10/2021,07:15:00 PM,22/10/2021   19:15:00,,,,,4.39,4.63,3.66,5.12,,,
22/10/2021,07:30:00 PM,22/10/2021   19:30:00,,,,,4.63,4.39,3.66,4.88,,,
22/10/2021,07:45:00 PM,22/10/2021   19:45:00,,,,,4.39,4.63,3.9,4.88,,,
22/10/2021,08:00:00 PM,22/10/2021   20:00:00,,,,,4.15,4.39,3.66,4.63,,,
22/10/2021,08:15:00 PM,22/10/2021   20:15:00,,,,,4.63,4.39,3.66,4.63,,,
22/10/2021,08:30:00 PM,22/10/2021   20:30:00,,,,,4.63,4.15,3.41,4.15,,,
22/10/2021,08:45:00 PM,22/10/2021   20:45:00,,,,,3.41,3.66,2.68,3.9,,,
22/10/2021,09:00:00 PM,22/10/2021   21:00:00,,,,,3.66,3.66,3.17,3.9,,,
22/10/2021,09:15:00 PM,22/10/2021   21:15:00,,,,,4.88,4.63,3.9,4.88,,,
22/10/2021,09:30:00 PM,22/10/2021   21:30:00,,,,,4.63,4.39,4.15,5.12,,,
22/10/2021,09:45:00 PM,22/10/2021   21:45:00,,,,,4.15,4.15,3.66,4.88,,,
22/10/2021,10:00:00 PM,22/10/2021   22:00:00,,,,,4.63,4.39,3.9,4.88,,,
22/10/2021,10:15:00 PM,22/10/2021   22:15:00,,,,,4.39,4.15,3.41,4.63,,,
22/10/2021,10:30:00 PM,22/10/2021   22:30:00,,,,,4.15,4.15,3.41,4.63,,,
22/10/2021,10:45:00 PM,22/10/2021   22:45:00,,,,,4.15,4.15,3.41,4.88,,,
22/10/2021,11:00:00 PM,22/10/2021   23:00:00,,,,,4.88,3.66,3.17,3.9,,,
22/10/2021,11:15:00 PM,22/10/2021   23:15:00,,,,,0.24,0.73,0,0,,,
22/10/2021,11:30:00 PM,22/10/2021   23:30:00,,,,,0.24,0.73,0,0,,,
22/10/2021,11:45:00 PM,22/10/2021   23:45:00,,,,,0,0.49,0,0,,,
23/10/2021,12:00:00 AM,23/10/2021   00:00:00,,,,,0.24,0.73,0,0,,,
23/10/2021,12:15:00 AM,23/10/2021   00:15:00,,,,,0.24,0.73,0,0,,,
23/10/2021,12:30:00 AM,23/10/2021   00:30:00,,,,,0,0.49,0,0,,,
23/10/2021,12:45:00 AM,23/10/2021   00:45:00,,,,,0.24,0.24,0,0,,,
23/10/2021,01:00:00 AM,23/10/2021   01:00:00,,,,,0,0.73,0,0,,,
23/10/2021,01:15:00 AM,23/10/2021   01:15:00,,,,,0,0.73,0,0,,,
23/10/2021,01:30:00 AM,23/10/2021   01:30:00,,,,,0,0.49,0,0,,,
23/10/2021,01:45:00 AM,23/10/2021   01:45:00,,,,,0,0.49,0,0,,,
23/10/2021,02:00:00 AM,23/10/2021   02:00:00,,,,,0.24,0.49,0,0,,,
23/10/2021,02:15:00 AM,23/10/2021   02:15:00,,,,,0,0.49,0,0,,,
23/10/2021,02:30:00 AM,23/10/2021   02:30:00,,,,,0,0.24,0,0,,,
23/10/2021,02:45:00 AM,23/10/2021   02:45:00,,,,,0,0.49,0,0,,,
23/10/2021,03:00:00 AM,23/10/2021   03:00:00,,,,,0,0.49,0,0,,,
23/10/2021,03:15:00 AM,23/10/2021   03:15:00,,,,,0,0.49,0,0,,,
23/10/2021,03:30:00 AM,23/10/2021   03:30:00,,,,,0,0.24,0,0,,,
23/10/2021,03:45:00 AM,23/10/2021   03:45:00,,,,,0,0.24,0,0,,,
23/10/2021,04:00:00 AM,23/10/2021   04:00:00,,,,,0,0.24,0,0,,,
23/10/2021,04:15:00 AM,23/10/2021   04:15:00,,,,,0,0,0,0,,,
23/10/2021,04:30:00 AM,23/10/2021   04:30:00,,,,,0,0,0,0,,,
23/10/2021,04:45:00 AM,23/10/2021   04:45:00,,,,,0,0.24,0,0,,,
23/10/2021,05:00:00 AM,23/10/2021   05:00:00,,,,,0,0,0,0,,,
23/10/2021,05:15:00 AM,23/10/2021   05:15:00,,,,,2.68,3.41,2.2,3.41,,,
23/10/2021,05:30:00 AM,23/10/2021   05:30:00,,,,,3.17,3.41,2.2,3.17,,,
23/10/2021,05:45:00 AM,23/10/2021   05:45:00,,,,,3.17,3.66,2.44,3.66,,,
23/10/2021,06:00:00 AM,23/10/2021   06:00:00,,,,,3.17,3.41,2.44,3.41,,,
23/10/2021,06:15:00 AM,23/10/2021   06:15:00,,,,,3.17,3.66,2.68,3.9,,,
23/10/2021,06:30:00 AM,23/10/2021   06:30:00,,,,,3.41,3.66,2.68,3.9,,,
23/10/2021,06:45:00 AM,23/10/2021   06:45:00,,,,,2.93,3.41,2.68,3.9,,,
23/10/2021,07:00:00 AM,23/10/2021   07:00:00,,,,,2.93,3.66,2.44,3.66,,,
23/10/2021,07:15:00 AM,23/10/2021   07:15:00,,,,,2.93,3.41,2.44,3.41,,,
23/10/2021,07:30:00 AM,23/10/2021   07:30:00,,,,,2.93,3.17,2.44,3.41,,,
23/10/2021,07:45:00 AM,23/10/2021   07:45:00,,,,,3.17,3.17,2.2,3.41,,,
23/10/2021,08:00:00 AM,23/10/2021   08:00:00,,,,,3.17,3.41,2.2,3.41,,,
23/10/2021,08:15:00 AM,23/10/2021   08:15:00,,,,,3.17,3.17,2.44,3.41,,,
23/10/2021,08:30:00 AM,23/10/2021   08:30:00,,,,,2.68,3.17,2.2,3.41,,,
23/10/2021,08:45:00 AM,23/10/2021   08:45:00,,,,,2.93,2.93,2.2,3.17,,,
23/10/2021,09:00:00 AM,23/10/2021   09:00:00,,,,,2.93,2.68,2.2,2.93,,,
23/10/2021,09:15:00 AM,23/10/2021   09:15:00,,,,,2.68,2.93,1.95,3.17,,,
23/10/2021,09:30:00 AM,23/10/2021   09:30:00,,,,,2.68,2.93,1.95,3.17,,,
23/10/2021,09:45:00 AM,23/10/2021   09:45:00,,,,,2.68,2.68,1.95,2.93,,,
23/10/2021,10:00:00 AM,23/10/2021   10:00:00,,,,,2.93,2.93,1.95,2.93,,,
23/10/2021,10:15:00 AM,23/10/2021   10:15:00,,,,,2.93,2.93,1.71,2.93,,,
